the_geom,cartodb_id,date_created_aest,spot_id,longitude,latitude,spot_name,spot_type,user_perspective,safe_category,unsafe_category,description,cycling_stress_rating,time_of_day,frequency,video_embed,rider_type,gender_description,submitter_name,image_attachment,no_of_comments,no_of_likes,activity,comment_1,comment_2,comment_3,comment_4,comment_5,comment_6,comment_7,comment_8,comment_9,comment_10,comment_11,comment_12,comment_13,comment_14,comment_15,comment_16,comment_17,comment_18
0101000020E6100000AF0221FEC61F6240CC8777EB42ED42C0,762,2021-04-20 10:52:00+00,380235,144.9930411,-37.85360473,"Chapel Street,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,"Narrow roads, bike lanes too Narrow to be able to safely pass parked vehicles, dangerous tram lines. Aggressive drivers will overtake to then turn left in front of cyclists. All of Chapel Street has these issues",4,anytime,once week,,very confident,,EB,,0,7,7,,,,,,,,,,,,,,,,,,
0101000020E6100000DEF3B2DC082062409D11429306E442C0,764,2021-04-20 14:26:00+00,380334,145.0010818,-37.78145066,"Westgarth Street,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,"This road allows bikes to travel at 25-40 kph, but I always feel uneasy about the possibility of car doorings, particularly travelling from west to east.",3,anytime,fewtime week,,very confident,,Karl,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000832F4CA60A216240E5E3870807EB42C0,765,2021-04-20 17:05:00+00,380412,145.03255,-37.83615214,Mat,Unsafe Spot,cycling,N/A,Car dooring,Poor road conditions mixed with high speed of cars and poor arrangement of parking spaces make this section highly dangerous as one can get car doored easily during school hours and/or collected by a car driving past at 60km/h. No market bike path and poor road markings lead to cars bring unpredictable and not in their lanes ,4,morning peak,fewtime week,,,,Mat,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E610000058F1FC5837216240BCD24BEF8FF542C0,766,2021-04-20 17:06:00+00,380413,145.0380063,-37.91845504,"Centre Road,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,"I use Centre Road through Bentleigh’s high street as part of my morning and afternoon commute. It has no bicycle lane, with cars parked along most of its length. I am always worried about getting “doored” along this stretch of road. ",4,evening peak,daily,,somewhat confident,,Paul,,1,2,3,"Centre Rd, as a direct route to the Bentleigh train station, should be made safer with a dedicated bike lane - motor vehicle congestion and car parking shortages in the shopping area could be eased with better road-cycling markings etc, and by balanced transport options.
 (...still choosing to cut though back lane ways with a mountain bike around there!)",,,,,,,,,,,,,,,,,
0101000020E6100000846973F754216240C9A42B7D0DE842C0,767,2021-04-20 21:11:00+00,380506,145.0416219,-37.81291165,"Fitzwilliam Street,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,With many schools on and surrounding this street and cars constantly parked when trying to ride too or from school it is very dangerous as cars are constantly pulling out and cutting you off. There is no bike lane making it very dangerous for children who want to get to and from school. It is a real barrier to students in partaking in active transport ,4,anytime,daily,,very confident,,Katie,,2,2,4,"hdb: At least one of the schools has banned their students from riding to school thanks to the behaviour of their parents :( I think Fitzwilliam and Wellington between Glenferrie and Davis should be one way roads in opposite directions with 40kmh speed limits, no parking on one side and permanent cycle lanes. We lived on Fitzwilliam for a year and it was wretched.",Lots of areas have timed one-side parking and timed one-way restrictions past busy schools. Do it here please!,,,,,,,,,,,,,,,,
0101000020E6100000784BCD79611F62402DE1F9DAEDEC42C0,769,2021-04-20 21:31:00+00,380527,144.9806489,-37.85100877,"St Kilda Road,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,"Parks cars frequent encroach onto cycle lanes. Car, taxi and truck traffic frequently open doors without checking. Taxi and uber often wait *in* the cycle lane for pickups/drop offs.",4,evening peak,fewtime week,,very confident,,,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E6100000CC9717605F1F624018A78C45F4EC42C0,770,2022-04-20 13:24:00+00,380731,144.9803925,-37.85120458,"St Kilda Road,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,"Road is Narrow, traffic is heavy and relatively fast morning. High risk of dooring and collision with car or other cyclists. ",3,morning peak,once week,,very confident,,CH,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000005FED28CED11E62406F9338C877E142C0,771,2022-04-20 14:45:00+00,380748,144.963111,-37.76146796,"Sydney road, Melbourne Victoria",Unsafe Spot,cycling,N/A,Car dooring,"I don’t know where to start, no cycle lanes, people getting car doored, poor driver behavior. Sydney road will continue to hurt people until it is sorted out",4,morning peak,fewtime week,,very confident,,Cam,,1,10,11,Shawna : There are also many illegally parked cars blocking the bike lane during clearway times,,,,,,,,,,,,,,,,,
0101000020E6100000ED52D966991E6240A3760127C2E842C0,774,2023-04-20 08:48:00+00,381014,144.9562258,-37.81842506,"Collins Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Car dooring,Cycling lane very Narrow. I’ve also been doored twice gre,4,anytime,fewtime week,,somewhat confident,,Jason,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E61000002E967DB27D1F62402933AD6680EA42C0,775,2023-04-20 10:38:00+00,381082,144.9840939,-37.83204349,"Anderson Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Car dooring,"School dropoff means that vehicles are pushing and tooting to get in and out of car parks and no standing zones. People are opening car doors without looking and passengers are getting out of the passenger side of the vehicle while vehicles are in the driving lane, regularly leaving cyclist at risk of being doored from the traffic land - as well as from those vehicles parked/pulled over.",4,morning peak,daily,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000F0468BD80C1F6240C8989A8827E642C0,776,2023-04-20 14:21:00+00,381187,144.9703181,-37.79808147,"Macarthur Place North, Melbourne Victoria",Unsafe Spot,cycling,N/A,Car dooring,"Cyclists pick up quite a bit of speed coming down the hill away from the city, I’ve almost been doored multiple times along Rathdowne st here..",3,evening peak,daily,,somewhat confident,,,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E6100000903AF020AC20624035172C9369E842C0,777,2023-04-20 20:22:00+00,381263,145.0210118,-37.81572189,"Church Street,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,"Another place where someone's cup of coffee is more important than the free flow of traffic. Have to be very careful of motorists stopping for a coffee and dooming you along here
",2,anytime,fewtime week,,very confident,,,,4,4,8,J C: Very poor road quality makes this a very unsafe road,J C: Poor road quality and car doors are a bad mix,K10: Agreed. This is a dangerous stretch during peak hour morning and night,"Maarten: Yep, also the Narrow space between trams and parked cars, with a concrete lip not matching the asphalt road surface right where you want to ride.",,,,,,,,,,,,,,
0101000020E6100000428BB674D61F6240A103DC3D8AE442C0,1259,2023-04-20 17:11:00+00,381212,144.9949287,-37.7854688,"Queens Parade,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,"Cars cut across your path, then, once over the intersection squeeze you to the curb/pass way too close.",3,morning peak,fewtime week,,very confident,,Scott,,0,4,4,,,,,,,,,,,,,,,,,,
0101000020E610000014ED2AA4FC1E6240169C873426E842C0,865,2020-05-20 07:47:00+00,395040,144.96834,-37.81366593,"Melbourne Place, Melbourne Victoria",Unsafe Spot,cycling,N/A,Car dooring,"I was car doored here. There are two lanes of traffic, no bike lanes and cars parked at the side. It's too Narrow for bikes",4,evening peak,fewtime week,,,,Brigid,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E610000081711530E61F6240643A19C1EBE342C0,866,2020-05-20 11:55:00+00,395351,144.9968491,-37.78063215,"64 High Street,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,Parked cars regularly open door on cyclists or pull out without looking.  Parking should not be permitted between 6-7am to prevent this.,4,morning peak,fewtime week,,very confident,,Adele,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000000CE2A8814B0A6240A1917CE3F31543C0,867,2020-05-20 12:03:00+00,395406,144.3217171,-38.17150539,"Barrabool Road, Geelong Victoria",Unsafe Spot,cycling,N/A,Car dooring,"The signs on the road indicate a bicycle lane, but the space between the parked cars and the road is too Narrow. There is a lot of traffic, and this road is uphill, meaning there are a lot of cars overtaking, thus pushing the cyclists closer to the parked cars.",4,morning peak,daily,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000E13E17B2DF1F6240F801C4343EEF42C0,868,2021-05-20 08:07:00+00,396486,144.9960566,-37.86908588,"Carlisle Street,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,The local community are oblivious to bikes. Doors opened and U turns in front of cyclists are regular occurrences here.,3,anytime,daily,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000004D62B59E0621624005787F7A3BEF42C0,869,2021-05-20 12:35:00+00,396600,145.0320581,-37.86900264,"Normanby Road,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,Cars are allowed to park over the bike lane exit,4,anytime,fewtime week,,very confident,,,,1,1,2,Dan: The transition off the road is very Narrow and not angled well to make a safe exit off Normanby Road onto the shared footway.,,,,,,,,,,,,,,,,,
0101000020E6100000EEDBFFB69D20624043BC7D6F36EF42C0,870,2022-05-20 04:40:00+00,397169,145.0192523,-37.86884874,"Inkerman Road,  Victoria",Unsafe Spot,cycling,N/A,Car dooring,"Poor separation between parked cars, bikes and road traffic. Danger of footing high and stressful to ride through an area that links St Kilda to the Caulfield bike paths. ",3,morning peak,fewtime week,,very confident,,Brendan,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000FDBCA948851E62407D94AEEC44E642C0,871,2022-05-20 20:18:00+00,397668,144.95377,-37.79897841,"Villiers Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Car dooring,"Narrow lane with inattentive drivers creeping into bike lane, pedestrians entering and exiting cars without looking",4,evening peak,daily,,very confident,,Sebastian,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E61000004B0FF91D391E624018A78C4574E642C0,872,2023-05-20 10:41:00+00,397723,144.9444723,-37.80042333,"144 Arden Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Car dooring,"The cycle lane is so close to parked cars, if you are busy looking at oncoming traffic you may not see a car reversing and most of the time they don't look for cyclists- so i have had many close calls",3,morning peak,fewtime week,,somewhat confident,,Jo,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000BFF38B12742262406FDF9B8DB2E842C0,947,2021-04-20 13:41:00+00,380298,145.076669,-37.81794901,"Mont Albert Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,Cycle lane is constantly blocked by parked cars on Mont Albert Rd. Merging into traffic is extremely dangerous to get around parked cars.,4,anytime,fewtime week,,very confident,,Henry,,3,8,11,Craig: This is a major problem trying to access the east by bike. There is a dedicated bike lane but the parked cars make it impossible to use safely. ,David Hall: Forthcoming proposal will build two-way separated bicycle lane on Mont Albert Rd from Elgar to Burke.,EdJ: Commented elsewhere on Albert Rd that believe speed limit at 60km/hr too high....very much looking forward to better provision but always have concerns about two-way lanes especially if the lanes are Narrow and if the separation from oncoming traffic at 60km/hr is minimal...an error by a cyclist passing or an oncoming cyclist moving across has potential to end up head on with a vehicle at combined closing speed 80km/hr ,,,,,,,,,,,,,,,
0101000020E61000000D2549C620236240715C421569E642C0,948,2021-04-20 13:44:00+00,380300,145.0977508,-37.80008188,"Greythorn Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,Cycle lane consistently blocked by parked cars on Greythorn Rd. Merging into traffic to get around them is extremely dangerous.,4,anytime,fewtime week,,very confident,,Henry,,0,2,2,,,,,,,,,,,,,,,,,,
0101000020E61000006371491F441E624048B1D46122E942C0,949,2021-04-20 14:17:00+00,380313,144.9458157,-37.82136176,"Collins Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,"The taxi rank on the eastbound road is always over-capacity, and the taxis instead park in the cycle lane, forcing cyclists to travel in the traffic lane.",3,evening peak,daily,,somewhat confident,,Georgie,,1,3,4,"Taxis queue in the lane before the rank, and drivers who made it into the rank then stand in the lane leaning on their cars. Remove the taxi rank - it's not necessary",,,,,,,,,,,,,,,,,
0101000020E6100000B56565A097266240DE6FF6FF58F642C0,950,2021-04-20 14:34:00+00,380349,145.2060091,-37.92459106,"Wellington Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,"On one of the main cycle ways in Melbourne, yet is constantly flooded.  People are then forced to run the gauntlet to cross the road.",4,anytime,once fortnight,,very confident,,Simon,,0,6,6,,,,,,,,,,,,,,,,,,
0101000020E6100000B993E3A9A21C6240B7B8633DF7E942C0,951,2021-04-20 20:10:00+00,380479,144.8948564,-37.82785766,"Douglas Parade,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,Bike lane blocked. ,4,evening peak,fewtime week,,somewhat confident,,,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E6100000E420D73C7D2562407432C4F34AEB42C0,952,2023-04-20 08:45:00+00,381011,145.1715378,-37.83822486,"Springvale Road Service Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,What could be a great regular cycling commuting path across this entire diagonal ‘pipe track’ trail is spoilt by multiple locked gates/fencing with too Narrow spacing preventing easy and seamless access,3,not relevant,never,,very confident,,JCP,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000CD165AE7291F62401763A23919E842C0,953,2023-04-20 09:44:00+00,381035,144.9738652,-37.81326981,"Spring Street, Melbourne Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,"Riding from Collins into Macarthur St, I've been hit by a car by clueless drivers who block the intersection while driving up Spring St towards Victoria Parade. With cars, trams and cyclists all passing through this intersection, it needs a redesign to protect tram right of way, and clear, safe lanes for cyclists.",2,not relevant,fewtime week,,very confident,,Rob,,0,8,8,,,,,,,,,,,,,,,,,,
0101000020E6100000DD66857D5622624074B5D3DEF9E942C0,954,2023-04-20 12:43:00+00,381123,145.0730579,-37.82793794,"Matlock Street,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,"Safety-gated playground is marked as bicycle-friendly, but is obviously not efficient detour for cyclists",3,not relevant,never,,very confident,,JCP,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E61000003FFD67CDCF1D624008BD48B2D8E442C0,1939,2022-04-20 15:19:00+00,380752,144.9316165,-37.78786305,"Wellington Street,  Victoria",Unsafe Spot,cycling,N/A,Dangerous intersection,The road is uneven and many intersections.,3,evening peak,fewtime week,,somewhat confident,,Jian,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000DF933DF87F1B624091E31CAF1FDB42C0,1035,2020-05-20 15:01:00+00,395865,144.8593713,-37.71190442,"Keilor Park Drive,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,"About 18months ago Jemena placed a series of markers/barriers to prevent cars being parked, unfortunately this now requires riders to enter the 1st lane to avoid the barriers.",3,anytime,daily,,very confident,,Ben Eltringham-Smith,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000E88134089822624016623FD532E842C0,1233,2021-04-20 13:39:00+00,380297,145.0810586,-37.8140513,"Balwyn Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane ends,Cycle lane finishes 20m before the intersection forcing cyclists to merge with cars.,3,anytime,once week,,very confident,,Henry,,0,3,3,,,,,,,,,,,,,,,,,,
0101000020E61000001D56B8E5A31C62400020C421DDE942C0,1028,2020-05-20 09:07:00+00,395077,144.895007,-37.82706091,"1,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,"This is the most dangerous passage I’ve ever ridden on and I cannot believe VicRoads signed off on this. I have had cars Narrowly miss me on numerous occasions, not to mention the abuse and intimidation experienced regularly.",4,anytime,fewtime week,,somewhat confident,,Clem D,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000C7629B54F41D6240FF05820099E942C0,1029,2020-05-20 09:54:00+00,395112,144.9360755,-37.82498175,"Ingles Street Service Road, Melbourne Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,Early in the morning (6am) this cycle path under the bridge is blocked by cement trucks lining up to get cement. Requires cyclist go between big trucks with risk of driver not seeing rider. ,4,morning peak,daily,,somewhat confident,,Damien,,0,0,0,,,,,,,,,,,,,,,,,,
0101000020E6100000C4F98A24F01C6240AF3BC4DC41DE42C0,1030,2020-05-20 11:26:00+00,395225,144.9043143,-37.73638496,"Bulla Road,  Victoria",Unsafe Spot,cycling,N/A,Cycle lane blocked,Basically another example of a perfectly good bike path underutilized and leading to nowhere. No connections or linkag. Another example of Moonee Valley riding at its best... NOT! ,1,anytime,daily,,somewhat confident,,Patsy,,1,1,2,Maureen: A bike path leading to nowhere. Needs a connection ,,,,,,,,,,,,,,,,,
0101000020E610000052E80654C921624055127E4E66EA42C0,1032,2020-05-20 11:48:00+00,395301,145.0558262,-37.83124715,Riversdale Rd Approach to Junction,Unsafe Spot,cycling,N/A,Cycle lane blocked,"Car drivers often ignore the clearway, especially in the period 6 to 6:30 pm, when many of us ride home through here. Because of this we have to mix it with trams and traffic in the middle lane. Council doesn't seem to police the clearway after 6pm which the punters all seem to be aware of.",2,evening peak,fewtime week,,very confident,,Greg,,0,1,1,,,,,,,,,,,,,,,,,,
0101000020E6100000D2C77C40E01E62407B28FA11F9E842C0,1033,2020-05-20 12:22:00+00,395528,144.9648745,-37.82010102,Path leading towards Evan Walker Bridge,Unsafe Spot,cycling,N/A,Cycle lane blocked,This path is sometimes useful as an alternative route for cyclists to move when Southbank Promenade is congested or full of street performers. It abruptly ends at Evan Walker Bridge and you have to navigate through a high traffic chaotic intersection to continue to the other side.,3,morning peak,daily,,very confident,,,,0,1,1,,,,,,,,,,,,,,,,,,
